departamento;provincia;distrito;ubigeo;tmean;tmax;tmin;humr;ptot;ano;semana
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.9;15.6;6.6;70.9;0.2;2020;48
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;13.3;7.5;84.7;17.3;2020;49
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.4;14.8;7.7;82.8;1.4;2020;50
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.8;7.1;82.9;0.7;2020;51
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;13.7;7.3;85.5;10.1;2020;52
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;12.7;7.1;88;4.5;2020;53
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14.4;6.9;83.7;2.5;2019;1
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.6;15.3;7.2;80.5;13.4;2019;2
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;12.9;6.9;87.7;28.3;2019;3
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.4;7;85.8;23.9;2019;4
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14;7.2;86.7;21.4;2019;5
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.1;12.8;7.2;88.9;19;2019;6
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.5;7;85.8;20.4;2019;7
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.4;14.8;7.8;84.5;18.6;2019;8
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.9;7.1;85.1;9.6;2019;9
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.3;14.6;7.3;83.8;7;2019;10
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14;7.5;88.7;21;2019;11
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14.1;7.3;87.8;10.3;2019;12
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;13.3;7.3;87.7;12;2019;13
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.4;15;6.2;76.2;10.2;2019;14
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;14.6;6.3;82.8;0;2019;15
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;13.7;6.4;85.8;0.5;2019;16
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14.1;6.9;84.7;3.5;2019;17
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;13.9;5.5;85.6;6.9;2019;18
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;14;5.5;81.9;0;2019;19
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;13.8;5.5;79.2;0.8;2019;20
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;14.1;3.9;75.2;0.5;2019;21
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;14.8;3.2;72.4;0;2019;22
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;14;3.9;69.2;0.6;2019;23
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;14.5;4.3;75.7;6.6;2019;24
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.1;12.8;4.3;78.6;2.7;2019;25
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.4;13.8;4.2;72.6;0;2019;26
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;14.9;4.7;72.6;0;2019;27
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.4;14.2;3;68.8;0.3;2019;28
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.6;12.4;4.1;81.1;0;2019;29
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.8;13.2;3.2;75;0.7;2019;30
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.7;14.7;3;68;0;2019;31
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.1;14.1;3.2;66.9;0;2019;32
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;14.8;4.2;68.6;0;2019;33
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.6;13.5;4.8;75.8;0;2019;34
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.4;13.9;3.4;69.5;1.2;2019;35
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.9;12.7;4.3;80.4;0;2019;36
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.3;13.2;5.1;83;5.5;2019;37
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14.9;6;73.8;0.8;2019;38
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;15.2;5.3;73.1;0;2019;39
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;14.2;6;81.5;6.5;2019;40
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;14.2;5.1;73.6;0;2019;41
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;14;6.1;82.2;13.4;2019;42
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.1;15;5.8;77;1.2;2019;43
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;15.3;6.4;74.2;0.6;2019;44
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.1;14.7;6.4;83.3;9.9;2019;45
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.1;14.6;6.7;83.7;12.4;2019;46
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.7;6.1;81.1;6.6;2019;47
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.7;15.8;6.8;82.2;16.6;2019;48
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.3;14.4;7.1;82.8;10.6;2019;49
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.6;14.4;7.7;84.1;11.6;2019;50
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.1;14.1;7.4;85.1;13.5;2019;51
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.6;14.7;7.8;84.9;13.9;2019;52
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.1;7.2;83.7;16.6;2018;1
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;13.4;6.2;84.7;14;2018;2
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;13.3;6.1;86.2;23.8;2018;3
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;13.8;5.2;85.8;20.8;2018;4
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;15.6;4.8;81.7;4.4;2018;5
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.3;14.7;7.5;83.4;15.1;2018;6
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;13.3;7.3;87.4;0.1;2018;7
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.7;14.1;6.9;85.1;13.2;2018;8
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.5;13.6;7.1;87.8;10.5;2018;9
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;13.9;6.8;85.1;0.5;2018;10
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.3;7.4;87.2;17.3;2018;11
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.7;7;85.8;9.9;2018;12
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14.3;7.2;84;6.8;2018;13
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.5;14.3;5.8;82.4;5;2018;14
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;13.6;5.5;84.8;7.4;2018;15
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;13.7;6.1;78.9;0;2018;16
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.6;12.9;5.8;86.2;2.3;2018;17
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.9;13.5;5.4;84.3;4.1;2018;18
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;13.5;5.2;83.4;6.7;2018;19
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;13.8;3.9;74.2;0;2018;20
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.5;13.2;4.2;77.6;0;2018;21
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.6;13.8;3.7;73.7;0;2018;22
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.1;11.7;3.1;81.7;0;2018;23
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.1;11.4;4;80.6;0.4;2018;24
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.3;12.7;2.1;74.1;0.5;2018;25
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.1;13.1;3.6;74.2;0;2018;26
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.2;14.1;2.1;70.1;0;2018;27
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;6.7;11;3.3;79.1;1.3;2018;28
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;6.6;11;3.1;81.9;1.8;2018;29
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.4;12.8;2.8;77;2;2018;30
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.2;13.5;3.9;77.2;2.3;2018;31
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.1;12.1;3.7;85.4;8.8;2018;32
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;6.7;12.4;1.9;82.2;1.2;2018;33
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.5;12.7;3.4;83.7;17.7;2018;34
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.8;13.1;3.3;76.7;1.3;2018;35
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.6;14.2;3.6;71.7;0;2018;36
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.7;14;4.3;75.9;0;2018;37
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;15.1;4.9;77.2;4;2018;38
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;14.2;4.5;83.7;4.9;2018;39
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;14.1;6.4;80.2;1.8;2018;40
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.7;14.2;5.7;79.6;2;2018;41
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;15.2;5.6;81.2;11;2018;42
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.7;13.9;6.8;84.7;19.8;2018;43
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.7;6.6;84.2;20.6;2018;44
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.8;15.1;7.4;79.4;1.4;2018;45
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.3;15.9;7.3;78.8;14.8;2018;46
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.4;16.5;7.1;78.2;3;2018;47
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.9;16.1;5.6;70.1;6.3;2018;48
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.4;15.4;5.1;71.1;2.7;2018;49
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.8;15.6;6.4;72.6;0;2018;50
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;14.4;7.3;85.5;49.7;2018;51
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.1;14.4;7.5;85.4;4.6;2018;52
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.5;13.2;7.3;88.5;9.9;2017;1
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.7;13.9;6.8;85.9;18.8;2017;2
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.5;14.1;6.2;84.1;6.2;2017;3
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;13.5;6.9;85.3;10.2;2017;4
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;15.1;7.3;81.5;5.3;2017;5
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.7;15.1;7.7;83.2;21.3;2017;6
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14;7.1;83.9;31.3;2017;7
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;12.9;6.8;87.2;7;2017;8
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;14.1;6.7;86.1;8.9;2017;9
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14.2;7.4;85.4;21.4;2017;10
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;13.9;6.8;82.4;26.2;2017;11
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14;6.8;82.7;8.1;2017;12
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;13.3;7.1;87.7;4;2017;13
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.7;7;83.5;3.6;2017;14
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;13.3;6.3;85.1;1.5;2017;15
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;14.5;5.7;78;3.7;2017;16
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;13.7;6.1;83;3;2017;17
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;13.6;5.4;79.2;2.1;2017;18
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;14.1;5.2;82;6.9;2017;19
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;14.4;4.2;80;13.3;2017;20
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.7;13.2;5.1;84.4;1.2;2017;21
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.4;13.1;4.7;83.5;5.8;2017;22
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;13.9;4.5;77.4;0;2017;23
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.9;14.7;3.2;73.9;0;2017;24
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;13.9;4.7;74.1;0;2017;25
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.7;13.1;5.1;78.1;3.7;2017;26
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.4;12.2;3.1;79.8;4.2;2017;27
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8;13.3;3.5;73.2;0;2017;28
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;14.6;4.8;75.3;0;2017;29
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.1;14.2;2.9;68;0;2017;30
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;15.4;4.2;69.6;0;2017;31
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.5;15.9;3.8;62.8;0;2017;32
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.1;14.8;4.7;71.8;3.8;2017;33
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;14.5;3.6;70.4;4.8;2017;34
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;13.9;5.3;76.1;0.3;2017;35
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.1;14.2;5;77;7.3;2017;36
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.9;13.4;5.6;83.7;5.5;2017;37
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;14.3;5;78.3;18.3;2017;38
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.5;14.3;5.9;78.7;0.3;2017;39
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;16.1;5.2;68.9;0;2017;40
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.5;14.9;4.6;77.1;2.2;2017;41
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.4;14.1;5.9;84.9;7.8;2017;42
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.9;6.6;84.3;3.5;2017;43
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.4;16;5.1;76.9;7.1;2017;44
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.7;6.5;82.4;0.4;2017;45
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.1;14.9;6.5;83.1;5.2;2017;46
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;15.6;6.5;78.8;0;2017;47
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;14.9;7;79.7;16.9;2017;48
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.8;14.4;6.2;81.3;4.3;2017;49
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;15.1;6.5;78.2;1.5;2017;50
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.9;7.2;84.6;23.8;2017;51
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14.1;6.9;84.1;11.5;2017;52
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;15.6;6.2;81;0.9;2016;1
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.4;16.1;6.9;74.3;13.2;2016;2
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.9;15.4;8.1;84.9;20.8;2016;3
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.1;15.5;8;82.8;10.1;2016;4
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.3;14.2;7.3;83.9;7.1;2016;5
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.5;7.8;87.9;18.8;2016;6
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.3;15.5;8.3;83.4;6.6;2016;7
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.2;15.4;8.5;85.8;31.8;2016;8
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.6;16.1;8.6;81.3;6.4;2016;9
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.8;14.7;8.1;86.8;13;2016;10
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;14.6;7.5;80.1;0.4;2016;11
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;11.1;15.1;8;82.6;6.7;2016;12
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;14.8;7.5;85.6;3.9;2016;13
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14.5;7.3;84.6;2.7;2016;14
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.2;14;7.4;84.9;6.4;2016;15
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.7;14.3;6.7;85.6;35.9;2016;16
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.4;15.8;4.9;71.9;0;2016;17
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.1;13.7;4.7;76.7;1.7;2016;18
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.7;14.1;6.3;78.5;1;2016;19
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;14.3;5.4;78.5;2.4;2016;20
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.9;14;4.7;80.7;9.8;2016;21
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.7;14.7;1.9;71.6;0;2016;22
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9;13.6;4.8;77.4;0;2016;23
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8;13.3;3.3;69.1;0;2016;24
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.1;13.6;3.5;73.4;0;2016;25
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.3;12.1;3.4;78.3;2;2016;26
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;7.3;11.8;3.2;79.2;0;2016;27
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.2;13.5;2.8;72;0;2016;28
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.1;14.1;2.2;66.2;0;2016;29
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.5;14.1;3.8;70.5;0.2;2016;30
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8;13.9;2.6;68.6;0;2016;31
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.5;13.1;5.4;78.5;3.3;2016;32
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.4;13.9;3.8;77.8;3.5;2016;33
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.5;13.3;4.8;78.3;0.7;2016;34
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.5;14.1;3.3;73.4;2.3;2016;35
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.8;13.6;4.8;76.9;2.4;2016;36
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;15.5;3.7;68.8;0;2016;37
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;8.6;13.4;5.1;80.5;3.1;2016;38
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.1;13.7;5.4;83.1;18.1;2016;39
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;14.6;4.9;81.2;10.3;2016;40
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.3;14.1;5.2;83.9;13.6;2016;41
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;14.5;5.2;84.1;17.6;2016;42
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.2;14.2;4.7;81.7;3.1;2016;43
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;14.3;5.5;79.6;10;2016;44
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.7;15.7;3.7;75.9;9.7;2016;45
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.4;15.8;4.8;70.2;5.9;2016;46
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;15.7;3.4;75.8;44.1;2016;47
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.6;14.3;6.3;84.9;13;2016;48
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;9.9;14;6.8;83.1;8.9;2016;49
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10;14.5;6.1;81.6;8.8;2016;50
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.5;15;7.1;81.9;15.2;2016;51
HUANCAVELICA;ACOBAMBA;ACOBAMBA;90201;10.3;14.8;6.3;82.6;15.4;2016;52
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.4;8.9;1.8;92.1;13;2024;1
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.2;10.3;1.3;85.5;10.1;2024;2
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.3;10.2;2.1;89.7;10.5;2024;3
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.6;10.2;2.3;89.6;13.6;2024;4
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.2;10.2;2.1;89.8;16.5;2024;5
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.5;9.5;0.5;87.4;2.6;2024;6
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.7;11;2.3;89.7;8.5;2024;7
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.3;9.5;0.9;86.3;5.6;2024;8
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.7;8.1;1.2;93.6;20.2;2024;9
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.5;9.9;1.5;92.8;14.8;2024;10
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.9;10.7;2.3;85.3;4.1;2024;11
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.1;9.8;2;90.4;13.6;2024;12
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4;8.2;1.5;92.6;9.7;2024;13
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.9;9.5;1.9;89.2;3.3;2024;14
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5;9.9;1.8;89.5;5.5;2024;15
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.2;9.9;-0.6;79.1;0.6;2024;16
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.9;9.8;0.6;80.4;0.4;2024;17
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.1;9.1;0.4;85;1.2;2024;18
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;5.2;10;1.6;81.6;0.9;2024;19
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.2;9.3;0.6;83.8;3.1;2024;20
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.2;9.9;-1;77.3;1.4;2024;21
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.8;10.3;-2.4;70.3;0.3;2024;22
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.4;10.1;-2.4;62.8;0;2024;23
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.6;9.9;-1.4;69.6;0;2024;24
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;2.4;8.1;-1.9;75.4;0.2;2024;25
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;2.8;9.3;-3.4;72.9;0;2024;26
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.2;9.6;-2.1;70.7;0.4;2024;27
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;2.2;9.4;-3.7;50.4;0.1;2024;28
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;2.1;8.9;-3.3;58.2;0;2024;29
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;2.4;9.2;-2.6;71.8;0;2024;30
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3;9.7;-2.4;69.7;0.4;2024;31
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;1.9;8.7;-3.2;61.7;0.3;2024;32
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;2.7;9.4;-2.8;68.8;0;2024;33
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4;11.2;-1.4;65.7;0;2024;34
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.7;9.7;-0.8;73.2;0;2024;35
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.3;9.3;-1.4;76.8;1.4;2024;36
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;3.6;10.2;-1.7;69.1;0;2024;37
HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;90102;4.3;9.8;0.6;82.2;2.4;2024;38
